GRID NAME,date assess,AA  3 yr,AS  3 yR,GS  3 yr,total IAA  3 yr,O 3yr,BRY  3yr,BS 3yr,CR 3yr,C 3yr,CE 3yr,CH 3yr,CLA  3yr,DC 3yr,DA  3yr,DF  3yr,DS  3yr,Total Dictyota sp. 3yr,GC 3yr,GP 3yr,GR 3yr,HAL/HD 3yr,HH 3yr,HYD 3yr,HC 3yr,HM 3yr,LC  3yr,LM 3yr,P 3yr,SF 3yr,ROCK COUNT  (0 cm),SEDIMENT DEPTH MEAN m+s  cm
8140 3050,3/27/21,3,33,19,55,,,,,,,,,,,,,1,,,,,,,,,,,,4,22,1.96
8140 3050,3/4/17,27,4,67,98,83,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3060,3/4/17,32,8,79,119,83,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3070,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3070,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3079,3/9/17,22,2,39,63,78,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3089,7/20/20,2,32,30,64,,,,,,,6,,,,,,0,,,,,,,,,,35,,16,28,2.50
8140 3099,11/7/185,12,24,53,89,,,,,,,,,,,,,2,,,,,,,,,,13,,22,7,3.00
8140 3108,11/7/18,12,30,37,79,16,,,,2,,,,,,,,0,,,,,,,,,,5,,9,12,2.35
8140 3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3118,9/9/17,55,71,85,211,121,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3137,7/28/21,13,32,24,69,,,,,5,,6,,,1,,1,2,,,,,,,,,,12,,15,17,1.84
8140 3147,7/29/21,25,42,31,98,,,,,5,,17,,,,,3,3,,,,,,,,,,19,,24,11,1.47
8140 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3157,7/29/21,8,45,31,84,,,,,4,,9,,,,,,0,1,,,,,,,,,12,,18,15,1.67
8140 3166,7/29/21,9,50,16,75,,,,,,,5,,,,,,0,,,,,,,,,,8,,20,14,2.08
8140 3176,7/29/21,0,40,19,59,,,,,,,7,,,,,1,1,,,,,,,,,,8,,11,19,1.87
8140 3186,4/24/21,0,7,9,16,,,,,,,1,,,,,,0,,,,,,,,,,3,,2,8,2.99
8149 2935,2/19/20,0,4,23,27,,,,,,,3,,,,,,0,,,,,,,,,,19,,4,9,4.00
8149 2944,2/11/20,0,13,73,86,1,,,,,,23,,,,,,0,,,,,,,,,,26,,4,18,1.38
8149 2954,2/11/20,4,10,50,64,,,,,,,33,,,,,,0,,,,,,,,,,33,,11,22,1.90
8149 2964,7/13/16,3,3,41,47,42,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2973,,,,,,,,       ,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2973,7/13/16,0,4,65,69,63,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2983,10/27/17,49,55,73,177,35,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2993,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2993,10/27/17,45,59,62,166,31,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,12/3/16,49,4,50,103,42,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3041,2/8/17,13,2,82,97,80,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3050,2/25/17,16,1,89,106,92,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3060,3/9/17,42,3,77,122,88,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3070,3/9/17,23,0,54,77,59,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3079,3/9/17,5,0,17,22,40,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3089,7/20/20,4,43,59,106,,,,,,,6,,,,,,0,,,,,,,,,,57,1,7,19,1.82
8149 3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3118,9/9/17,36,61,73,170,99,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3137,10/9/18,4,7,33,44,,,,,,,,,,,,,1,,,,,,,,,,10,,11,1,2.56
8149 3147,10/10/18,7,4,24,35,,,,,,,,,,,,,0,,,,,,,,,,10,,7,9,2.21
8149 3157,5/1/21,1,15,12,28,,,,,,,1,,,,,,0,,,,,,,,,,,,9,23,2.24
8149 3166,4/24/21,10,41,20,71,,,,,15,,4,,,,,,0,,,,,,,,,,,,11,16,1.56
8149 3176,4/24/21,1,22,7,30,,,,,,,,,,,,,0,,,,1,,,,,,,,5,20,1.93
8149 3195,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2935,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2935,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2964,7/13/16,0,1,36,37,30,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2993,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2993,10/27/17,13,50,58,121,41,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3041,2/8/17,13,1,84,98,80,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3050,2/25/17,6,2,65,73,71,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3079,4/18/20,0,15,38,53,,,,,3,,2,,,,,,0,,,,,,,,,,,,32,23,1.50
8158 3089,4/12/20,1,12,30,43,,,,,,,,,,,,,0,,,,,,,,,,2,,43,19,2.60
8158 3099,4/12/20,4,33,44,81,,,,,15,,7,,,,,,0,,,,1,,,,,,7,,31,10,2.22
8158 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158 3108,7/23/18,16,31,80,127,,,,,,,,,,,,,0,,,,,,,,,,,,43,4,2.25
8158 3118,7/23/18,38,25,97,160,4,,,,,,,,,,,,0,,,,,,,,,,11,,26,3,4.19
8158 3118,7/28/21,2,33,27,62,,,,,,,6,,,,,,0,,,,,,,,,,1,,19,13,2.74
8158 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158 3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158 3157,5/1/21,4,38,31,73,,,,,1,,2,,,,,,0,,,,,,,,,,1,,18,10,2.23
8158 3166,4/24/21,10,40,6,56,,,,,,,8,,,,,,0,,,,,,,,,,5,,5,14,2.31
8158 3176,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3176,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3186,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3195,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 2964,10/27/17,0,31,41,72,32,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 2993,5/3/20,0,2,29,31,3,,,,,,,,,,,,0,,,,,,,,,,,,3,12,13.08
8167 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3070,8/22/20,1,32,41,74,,,,,37,,4,,,,,,0,,,,,,,,,,2,,20,22,2.52
8167 3079,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8167 3089,7/20/20,1,46,59,106,,,,,,,,,,25,,,25,,,,,,,,,,26,,,12,2.43
8167 3099,7/20/20,1,5,6,12,,,,,1,,,,,,,,0,,,,,,,,,,,,6,20,3.54
8167 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167 3108,7/23/18,20,18,100,138,,,,,1,,,,,,,,0,,,,,,,,,,,,16,0,n/a
8167 3118,7/28/21,2,27,65,94,,,,,,,,,,,,,0,,,,2,,,,,,1,,21,11,1.64
8167 3118,7/23/18,11,8,72,91,,,,,,,,,,,,,0,,,,,,,,,,15,,19,2,2.50
8176 3089,7/20/20,0,2,1,3,,,,,,,,,,,,,0,,,,,,,,,,1,,1,0,20.13
8176 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8176 3099,7/24/21,0,1,1,2,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0.00
8194 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8275 1814,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1988,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1997,6/10/21,0,5,64,69,,,,,,,,,,,,,0,,,,1,,,,,,64,,7,9,2.50
8329 2007,5/8/21,0,0,41,41,1,,,,,,4,,,,,,0,,,,,,,,,,10,,16,4,2.98
8338 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8338 1988,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8338 1997,6/10/21,0,0,46,46,,,,,,,,,,,,,0,,,,,,,,,,33,,1,9,2.59
8338 2007,5/8/21,0,1,65,66,34,,,,,,,,,,,,0,,,,,,,,,,2,,5,2,2.39
8338 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8347 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8347 1988,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8347 1997,6/10/21,0,35,42,77,,,,,,,,,,,,,0,,,,,,,,,,52,,4,3,2.53
8347 2007,5/8/21,0,0,81,81,62,,,,,,,,,,,,0,,,,,,,,,,2,,,4,2.62
8347 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8356 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8356 1988,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8356 1997,9/28/21,0,0,24,24,,,,,,,,,,,,,0,,,,,,,,,,,,5,2,2.02
8356 2007,10/30/21,0,2,53,55,,,,,,,7,,,,,,0,,,,,,,,,,3,,27,28,1.88
8356 2017,4/7/21,0,2,76,78,,,,,,,,,,,,,0,,,,,,,,,,74,,,10,2.43
8365 1939,9/28/21,0,0,83,83,,,,,,,,,,,,,0,,,,,,,,,,,,13,7,2.33
8365 1949,9/28/21,0,0,93,93,,,,,,,,,,,,,0,,,,,,,,,,,,12,13,1.67
8365 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8365 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8365 1988,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8365 1997,9/28/21,0,0,80,80,,,,,,,,,,,,,0,,,,,,,,,,,,26,15,1.67
8365 2007,10/30/21,0,0,86,86,,,,,,,5,,,,,,0,,,,,,,,,,1,,30,5,2.14
8365 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 1939,6/25/21,0,0,66,66,,,,,,,,,,,,,0,,,,,,,,,,,,16,10,2.68
8374 1949,6/25/21,0,0,92,92,,,,,,,,,,,,,0,,,,,,,,,,,,10,7,1.33
8374 1959,6/24/21,0,0,87,87,,,,,,,,,,,,,0,,,,,,,,,,,,22,0,3.00
8374 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 1988,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 1997,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 2007,6/24/21,0,0,73,73,,,,,,,,,,,,,0,,,,,,,,,,75,,33,5,1.20
8374 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 2036,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1910,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1920,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1930,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383 2007,6/24/21,0,0,82,82,,,,,,,,,,,,,0,,,,,,,,,,14,,74,4,1.80
8383 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 2036,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 1930,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 2007,10/30/21,0,0,82,82,,,,,,,4,,,,,,0,,,,,,,,,,,,4,7,1.70
8392 2017,10/30/21,0,0,66,66,,,,,,,,,,,,,0,,,,,,,,,,,,41,14,2.31
8392 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 2036,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 1930,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2007,10/30/21,0,0,83,83,,,,,,,4,,,,,,0,,,,,,,,,,,,5,14,1.00
8401 2017,10/30/21,0,0,35,35,,,,,,,,,,,,,0,,,,,,,,,,,,3,46,2.06
8401 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2036,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2046,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2055,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2065,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1997,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 2007,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8419 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
