GRID NAME,date assess,AA  1 yr,AS  1 yr,GS  1 yr,Total IAA  1 yr,O 1yr,BRY  1yr,BS  1yr,CR 1yr,C 1yr,CE 1yr,CH 1yr,CLA  1yr,DC 1yr,DA  1yr,DF  1yr,DS  1yr,Total Dictyota 1yr,GC 1yr,GP 1yr,GR 1yr,HAL/HD  1yr,HH 1yr,HYD 1yr,HC 1yr,HM 1yr,LC 1yr,LM 1yr,P  1yr,SF 1yr,ROCK COUNT  (0 cm),SEDIMENT DEPTH MEAN m+s  cm
8140 3041,3/14/19,4,4,33,41,9,,1,,,,,,,,,,0,,,,,,,,,,,,,19,1.83
8140 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3050,3/14/19,4,10,37,51,15,,,,,,,,,,,,0,,,,,,,,,,,,1,30,2.29
8140 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3060,4/18/20,4,35,34,73,,,,,1,,1,,,,,,0,,,,1,,1,,,,5,,3,16,1.94
8140 3070,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3070,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3079,3/27/15,15,,,15,7,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3089,7/27/18,3,8,15,26,,,,,,,,,,,,,14,,,,,,,,,,,,3,9,3.63
8140 3099,11/29/16,38,16,82,136,45,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3108,11/29/16,45,23,84,152,79,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3118,9/20/15,19,,,19,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3137,7/2/19,2,5,23,30,34,,,,3,,,,,,,,0,,,,,,,,,,2,,,35,3.10
8140 3147,7/2/19,3,17,35,55,41,,,,10,,,,,,,,0,,,,,,,,,,2,,5,20,2.60
8140 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 3157,7/2/19,3,21,25,49,8,,,,2,,4,,,,,,0,,,,,,,,,,10,,24,27,1.50
8140 3166,7/2/19,2,21,28,51,5,,,,7,,4,,,,,,0,,,,,,,,,,10,,35,9,1.73
8140 3176,7/2/19,2,0,46,48,5,,,,5,,2,,,,,,0,,,,,,,,,,17,,32,9,2.00
8140 3186,4/30/19,13,3,10,26,10,,,,,,,,,,,,0,,,,,,,,,,5,,1,2,3.35
8149 2935,2/7/18,8,32,78,118,54,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2944,2/15/18,2,25,46,73,43,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2954,2/15/18,16,32,60,108,53,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2964,7/16/14,25,,,25,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2964,11/4/20,0,68,80,148,,,,,,,9,,,6,1,7,15,,,,,,,,,,3,,10,2,1.50
8149 2973,2/5/19,5,20,83,108,34,,,,,,,,,,,,0,,,,,,,,,,1,,3,9,1.43
8149 2973,2/12/21,0,28,64,92,,,,,1,,1,,,,,,0,,,,,,,,,,68,,1,16,2.00
8149 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2983,2/20/21,1,25,45,71,2,,,,,,12,,,,,,0,,,,,,1,,,,60,,,21,1.40
8149 2983,10/26/15,2,4,31,37,25,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 2993,2/20/21,3,18,21,42,,,,,,,,,,,,,0,,,,,,,,,,34,,,36,1.76
8149 2993,10/26/15,12,4,33,49,25,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3002,2/20/21,1,6,6,13,,,,,,,,,,,,,0,,,,,,,,,,26,,,37,1.57
8149 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,7/6/20,1,15,49,65,1,,,,,,3,,,,,,0,,,,,,,,,,49,,1,29,1.74
8149 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3021,3/6/18,11,22,59,92,61,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3021,9/22/20,8,66,61,135,,,,,,,16,,,,,,1,,,,,,,,,,35,,4,11,2.00
8149 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3031,3/20/20,1,4,50,55,,,,,2,,3,,,,,,0,,,,,,,,,,39,,2,23,3.84
8149 3041,2/1/15,9,2,48,59,46,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3041,5/3/20,6,24,54,84,2,,,,,,6,,,,,,0,,,,,,,,,,,,5,21,2.83
8149 3050,2/1/19,5,9,33,47,8,,,,,,,,,,,,0,,,,,,,,,,,,,16,1.37
8149 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3050,2/20/21,2,6,21,29,,,,,,,,,,,,1,1,,,,,,,,,,27,,,33,4.10
8149 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3060,1/23/21,1,23,38,62,,,,,4,,,,,,,,0,,,,,,,,,,67,,1,13,2.25
8149 3060,2/1/19,12,26,64,102,24,,,,,,,,,,,,0,,,,,,,,,,,,1,12,1.30
8149 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3070,3/27/15,2,,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3079,3/27/15,2,,,2,3,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3089,7/27/18,3,3,22,28,,,,,,,,,,,,,8,,,,,,,,,,,,8,17,2.90
8149 3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3099,11/29/16,37,22,75,134,61,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3118,9/20/15,25,,,25,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3137,10/27/16,20,52,53,125,111,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3147,10/27/16,12,38,31,81,54,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8149 3157,5/7/19,2,18,27,47,36,,,,,,15,,,,,,0,,,,,,,,,,,,67,22,1.75
8149 3166,4/30/19,2,25,32,59,19,,,,,,,,,,,,0,,,,,,,,,,9,,3,18,1.40
8149 3176,4/30/19,1,3,12,16,14,,,,,,,,,,,,0,,,,,,,,,,,,,13,1.85
8149 3195,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2935,3/20/20,0,5,24,29,,,,,,,1,,,,,,0,,,,,,,,,1,7,,,13,9.88
8158 2935,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2964,7/16/14,38,,,38,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8158 2973,3/3/22,0,0,78,78,,,,,,,,,,,,,0,,,,,,,,,,8,,3,8,2.00
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2973,8/22/20,1,62,91,154,,,,,,,3,,,,,,0,,,,,,,,,,,,18,1,n/a
8158 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,2/20/21,0,12,69,81,1,,,,,,6,,,,,,0,,,,,,3,,,,47,,1,10,1.77
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,8/14/14,1,,,1,20,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 2993,2/20/21,7,20,64,91,,,,,,,7,,,,,,0,,,,,,4,,,,36,,1,15,1.40
8158 2993,10/26/15,1,8,28,37,18,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3002,2/20/18,12,23,62,97,39,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3002,7/6/20,0,27,66,93,1,,,,,,13,,,,,,0,,,,,,,,,,65,,7,20,1.44
8158 3012,2/21/18,3,28,74,105,62,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3012,7/6/20,0,16,53,69,,,,,,,3,,,,,,0,,,,,,,,,,53,,7,20,2.00
8158 3021,6/8/20,0,29,43,72,,,,,,,,,,,,,0,,,,,,,,,,9,,39,11,2.39
8158 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3031,6/8/20,1,26,38,65,,,,,,,,,,,,,0,,,,1,,,,,,15,,29,19,2.67
8158 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3041,2/4/15,4,5,34,43,34,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3041,3/12/20,1,8,53,62,,,,,2,,6,,,,,,0,,,,,,,,,,35,,4,12,2.89
8158 3050,2/4/15,2,8,56,66,57,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3050,3/12/20,0,6,25,31,4,,,,31,,,,,,,,0,,,,1,,,,,,28,,11,9,2.70
8158 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3060,5/3/20,0,20,60,80,2,,,,1,,2,,,,,,0,,,,,,,,,,,,4,17,3.12
8158 3079,4/13/18,8,3,17,28,24,,,,2,,,,,,,,0,,,,,,,,,,3,,6,2,3.23
8158 3089,4/13/18,3,3,31,37,33,,,,,,,,,,,,0,,,,,,,,,,,,14,11,2.83
8158 3099,4/13/18,5,4,24,33,13,,,,17,,,,,,,,0,,,,,,,,,,,,6,6,4.13
8158 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158 3108,7/13/16,7,2,74,83,78,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3118,7/13/16,7,2,43,52,51,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3118,7/2/19,0,2,25,27,33,,,,20,,7,,,,,,0,,,,,,,,,,7,,,13,3.54
8158 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158 3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158 3157,5/7/19,0,1,7,8,7,,,,1,,2,,,,,,0,,,,,,,,,,,,9,14,3.27
8158 3166,4/30/19,0,2,28,30,16,,,,,,,,,,,,0,,,,,,,,,,,,5,45,1.29
8158 3176,8/14/14,17,,,17,33,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3176,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3186,8/14/14,20,,,20,39,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8158 3195,8/14/14,21,,,21,25,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 2964,10/26/15,0,1,60,61,4,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 2993,5/25/18,0,0,43,43,8,,,,,,,,,,,,0,,,,,,,,,,35,,,7,2.89
8167 3002,5/11/18,1,1,44,46,,,,,,,,,,,,,0,,,,,,,,,,16,,,13,5.84
8167 3002,44006,0,16,30,46,,,,,,,1,,,2,,,2,,,,,,,,,,25,,23,12,2.40
8167 3041,5/3/20,0,3,82,85,30,,,,,,5,,,,,,0,,,,,,,,,,,,12,8,3.00
8167 3060,5/9/20,0,9,35,44,,,,,,,7,,,,,,0,,,,,,,,,,1,,23,3,4.21
8167 3060,8/29/18,1,2,47,50,5,,,,1,,,,,,,,0,,,,,,,,,,1,,7,11,2.50
8167 3070,8/29/18,2,5,41,48,,,,,,,,,,,,,0,,,,,,,,,,1,,28,24,2.28
8167 3079,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8167 3089,7/27/18,6,6,92,104,,,,,,,,,,,,,6,,,,,,,,,,,,8,5,4.00
8167 3099,7/23/18,3,5,8,16,,,,,11,,,,,,,,0,,,,,,,,,,,,3,7,4.17
8167 3108,7/2/19,4,10,4,18,23,,,,1,,,,,,,,0,,,,,,,,,,6,,8,20,4.13
8167 3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167 3108,7/13/16,15,4,86,105,95,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8167 3118,7/2/19,4,0,5,9,10,,,,,,,,,,,,0,,,,,,,,,,,,3,25,6.85
8167 3118,7/13/16,6,2,22,30,25,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8176 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8176 3099,7/23/18,1,3,7,11,,,,,17,,,,,,,,0,,,,,,,,,,,,1,0,8.62
8176 3099,7/2/19,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,12.28
8194 1978,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8275 1814,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8329 1978,1/30/20,0,0,85,85,,,,,,,1,,,,,,0,,,,,,,,,,,,,3,1.64
8329 1988,1/30/20,0,3,66,69,,,,,,,4,,,,,,0,,,,,,,,,,,,8,11,3.20
8329 1997,5/20/19,0,11,63,74,11,,,,,,4,,,,,,0,,,,,,,,,,1,,2,5,2.13
8329 2007,5/20/19,0,4,65,69,17,,,,,6,,,,,,,0,,,,,,,,,,,,7,6,2.14
8338 1978,1/30/20,0,3,88,91,,,,,,,19,,,,,,0,,,,,,,,,,,,4,4,2.55
8338 1988,1/30/20,3,3,65,71,,,,,,,8,,,,,,0,,,,,,,,,,,,5,6,3.37
8338 1997,5/20/19,0,5,59,64,20,,,,,,2,,,,,,0,,,,,,,,,,9,,,14,1.61
8338 2007,5/20/19,0,5,84,89,20,,,,,,10,,,,,,0,,,,,,,,,,,,12,3,2.67
8338 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8347 1978,2/10/20,0,1,88,89,,,,,,,18,,,,,,0,,,,,,,,,,,,2,5,3.00
8347 1988,2/10/20,0,0,45,45,,,,,,,17,,,,,,0,,,,,,,,,,,,1,4,3.86
8347 1997,5/20/19,0,11,68,79,11,,,,,,17,,,,,,0,,,,,,,,,,,,1,6,2.53
8347 2007,5/20/19,0,16,70,86,11,,,,,,14,,,,,,0,,,,,,,,,,,,14,5,2.73
8347 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8356 1978,2/10/20,0,0,82,82,,,,,,,29,,,,,,0,,,,,,,,,,,,1,4,3.15
8356 1988,1/10/20,0,1,65,66,,,,,,,21,,,,,,0,,,,,,,,,,,,3,13,2.50
8356 1997,10/29/19,0,19,70,89,,,,,,,16,,,,,,0,,,,,,,,,,,,6,8,2.33
8356 2007,10/29/19,1,16,80,97,,,,,,,7,,,1,,,1,,,,,,,,,,2,,15,3,2.07
8356 2017,4/26/19,0,2,53,55,,,,,,,2,,,,,,0,,,,,,,,,,,,24,10,2.49
8365 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8365 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8365 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8365 1978,1/30/20,0,1,75,76,,,,,,,15,,,,,,0,,,,,,,,,,,,1,15,1.29
8365 1988,1/30/20,0,0,63,63,,,,,,,8,,,,,,0,,,,,,,,,,,,15,19,2.33
8365 1997,10/27/19,0,41,83,124,,,,,,,5,,,,,,0,,,,,,,,,,,,4,5,2.44
8365 2007,10/29/19,0,13,90,103,,,,,,,17,,,,,,0,,,,,,,,,,1,,6,4,2.80
8365 2017,11/5/20,0,3,70,73,1,,,,,,16,,,,,,0,,,,,,,,,,,,6,14,1.50
8374 1939,7/22/19,0,6,91,97,7,,,,,,2,,,,,,0,,,,,,,,,,3,,3,0,2.60
8374 1949,7/22/19,0,7,77,84,34,,,,,,,,,,,,0,,,,,,,,,,11,,8,7,2.57
8374 1959,7/22/19,0,5,76,81,40,,,,,,,,,,,,0,,,,,,,,,,25,,,14,1.00
8374 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 1978,1/30/20,0,1,45,46,,,,,,,7,,,,,,0,,,,,,,,,,,,5,18,2.06
8374 1988,1/30/20,0,1,78,79,,,,,,,10,,,,,,0,,,,,,,,,,1,,28,2,2.32
8374 1997,1/30/20,0,0,42,42,,,,,,,2,,,,,,0,,,,,,,,,,,,31,22,2.48
8374 2007,7/22/19,0,13,79,92,27,,,,,,,,,,,,0,,,,,,,,,,85,,,4,2.50
8374 2017,11/5/20,0,17,84,,,,,,,,36,,,2,,,2,,,,,,,,,,,,52,3,2.80
8374 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8374 2036,10/17/20,0,10,69,79,7,,,,,,32,,,,,,0,,,,,,,,,,,,4,14,1.38
8383 1910,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1920,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1930,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1939,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 1959,10/27/19,0,10,78,88,,,,,,,8,,,,,,0,,,,,,,,,,5,,8,13,1.00
8383 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383 1968,10/27/19,0,15,92,107,1,,,,,,23,,,,,,0,,,,,,,,,,,,5,0,2.00
8383 1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383 2007,7/22/19,0,1,86,87,8,,,,,,,,,,,,0,,,,,,,,,,83,,,7,3.25
8383 2017,11/5/20,0,1,50,,,,,,,,9,,,,,,0,,,,,,,,,,,,24,26,1.95
8383 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8383 2036,10/17/20,0,3,57,60,13,,,,,,29,,,,,,0,,,,,,,,,,,,4,15,2.86
8392 1930,8/1/20,0,1,31,32,,,,,,,,,,,,,0,,,,,,,,,,32,,10,23,3.09
8392 1939,8/1/20,0,0,55,55,,,,,,,,,,,,,0,,,,,,,,,,64,,1,14,2.93
8392 1949,8/1/20,0,0,75,75,,,,,,,,,,,,,0,,,,,,,,,,75,,,3,2.00
8392 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1959,9/13/20,0,0,82,82,,,,,,,,,,,,,0,,,,,,,,,,,,,10,2.40
8392 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1968,9/13/20,0,0,83,83,,,,,,,,,,,,,0,,,,,,,,,,79,,,10,2.57
8392 1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392 1978,9/13/20,0,0,85,85,,,,,,,,,,,,,0,,,,,,,,,,88,,,11,4.50
8392 2007,10/29/19,0,10,89,99,2,,,,,,19,,,,,,0,,,,,,,,,,,,13,2,1.60
8392 2017,10/29/19,0,10,56,66,2,,,,,,8,,,,,,0,,,,,,,,,,1,,5,23,2.35
8392 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8392 2036,10/17/20,0,8,47,55,8,,,,,,32,,,,,,0,,,,,,,,,,,,2,41,1.90
8401 1930,8/1/20,0,0,54,54,,,,,,,,,,,,,0,,,,,,,,,,50,,4,8,2.41
8401 1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1939,8/1/20,0,0,65,65,,,,,,,,,,,,,0,,,,,,,,,,61,,,14,2.80
8401 1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1949,8/1/20,0,0,61,61,,,,,,,,,,,,,0,,,,,,,,,,53,,,26,3.74
8401 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1959,9/13/20,0,2,90,92,,,,,,,,,,,,,0,,,,,,,,,,90,,,6,3.00
8401 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401 1968,9/13/20,0,2,72,74,,,,,,,,,,,,,0,,,,,,,,,,73,,,14,1.77
8401 2007,10/29/19,0,25,87,112,,,,,,,13,,,,,,0,,,,,,,,,,,,16,6,1.60
8401 2017,10/29/19,0,10,50,60,,,,,,,11,,,,,,0,,,,,,,,,,,,6,27,1.73
8401 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2036,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2046,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2055,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8401 2065,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1939,4/26/20,0,0,15,15,,,,,,,,,,,,,0,,,,,,,,,,,,11,17,2.75
8410 1949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1959,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1968,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 1997,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 2007,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8410 2026,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8419 1939,4/26/20,0,0,30,30,,,,,,,,,,,,,0,,,,,,,,,,,,27,4,3.00
