GRID NAME,HUKI + ADOPT CLEARANCE DATES,AA before huki,AS before huki,GS before huki,Total Other (O+) before huki,O before huki,BRY before huki,BS before huki,C before huki,CE  before huki,CH before huki,CLA before huki, DC before huki,DA before huki,DF before huki,DS before huki,Total Dictyota before huki,GC before huki, GP before huki, GR before huki,HAL/HD before huki,HH before huki,HYD before huki,HC before huki,HM before huki,LM before huki,P before huki,SF before huki,ROCK COUNT  (0 cm),SAND COUNT,SAND DEPTH MEAN cm,SEDIMENT DEPTH MEAN m+s  cm,date assess,AA  after huki,AS  after huki,GS  after huki,Total IAA  after huki,Other (O+) after huki,O 0yr,BRY 0yr,BS 0yr,CR 0yr,C 0yr,CE 0yr,CH 0yr,CLA 0yr,DC 0yr,DA  oyr,DF  0yr,DS  0yr,DICT sp?  0yr,total Dctyota 0yr,GC 0yr,GP 0yr,GR 0yr,HAL 0yr,HH 0yr,HYD 0yr,HC 0yr,HM 0yr,LC  0yr,LM 0yr,LN 0yr,P   0yr,SF 0yr,clumps,intersects,ROCK COUNT  (0 cm),SAND COUNT,MUD COUNT,SAND DEPTH MEAN cm,MUD DEPTH MEAN cm,count r+s+m,sum depth s+m cm,SEDIMENT DEPTH MEAN m+s  cm
8086 2906,6/11/16,38,32,42,60,60,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/11/16,27,7,10,44,11,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2915,6/22/16,29,22,45,85,85,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/22/16,38,21,42,101,63,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2925,7/13/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/13/13,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2925,7/6/20,13,15,13,60,,,,5,,1,,,2,,3,5,,,,1,,,,,45,2,,30,21,1.67,1.67,7/2/20,1,2,7,10,13,,,,,2,,,,,2,,,,2,1,,,,,,,,,7,,1,,,,46,36,,2.61,,82,94.0,2.61
8086 2935,2/4/16,42,8,9,51,51,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/4/16,16,1,1,18,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2944,6/14/14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/14/14,13,,,13,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2944,7/18/20,8,13,9,38,,,,,,3,,,3,,,4,1,,,1,,,,,25,4,,26,28,1.39,1.39,7/18/20,5,7,4,16,6,,,,,,,,,,1,,,,1,,,,,,,,,,4,,1,,,,57,40,,1.68,,97,67.0,1.68
8086 2954,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2964,1/6/17,46,3,7,39,39,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/6/17,13,0,2,15,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2973,7/18/20,16,7,5,44,1,,,1,,2,,,,,,0,,,,,,,,,39,1,,55,4,3.00,3.00,7/18/20,9,5,5,19,16,1,,,,,,,,,,,,,0,,,,,,,,,,14,,,1,,,53,20,,1.40,,73,28.0,1.40
8086 2973,12/14/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,12/14/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2983,6/17/16,26,38,38,77,77,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/17/16,7,1,3,11,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 2983,7/21/20,16,29,35,75,,,,,,1,,,,,,0,,,,,,,,,59,1,,10,,,n/a,7/21/20,1,7,37,45,20,,,,,,,1,,,,,,,0,2,,,,,,,,,16,1,,,,,44,12,,1.17,,56,14.0,1.17
8086 2983,11/28/20,3,98,6,49,,,,,,,,1,,,9,9,,,,4,,,,,21,1,13,19,1,2.00,2.00,11/28/20,8,31,12,51,61,,,,,16,,,,6,,,4,,4,,,,13,,,,,,15,,,7,,,20,5,,2.20,,25,11.0,2.20
8086 2993,6/23/17,10,65,20,61,61,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/23/17,24,56,25,105,43,43,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3002,,12,78,18,84,84,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3012,4/29/16,5,14,26,52,52,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/29/16,14,7,16,37,18,18,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3021,4/29/16,21,10,19,51,51,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/29/16,13,4,14,31,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3031,1/19/19,19,16,49,47,16,,,5,1,,,,,,,0,,,,2,,,,,11,,11,16,6,2.17,2.17,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3041,9/15/15,42,29,21,13,13,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/26/15,18,10,9,37,9,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3050,11/14/15,37,12,33,20,20,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/14/15,42,12,11,65,35,35,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3060,11/14/15,39,23,17,26,26,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/14/15,20,9,25,54,21,21,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3070,11/2/16,47,25,27,53,53,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/2/16,33,23,33,89,35,35,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3079,11/2/16,28,25,22,36,36,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/2/16,42,18,21,81,41,41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3089,2/24/18,25,8,6,17,17,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/24/18,7,3,2,12,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3099,2/24/18,36,17,26,18,18,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/24/18,17,18,19,54,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3108,2/24/18,20,13,16,13,13,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/24/18,11,11,4,26,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3118,3/5/16,28,3,5,28,28,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/5/16,5,0,0,5,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3128,3/5/16,39,1,7,32,32,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/5/16,12,1,0,13,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3137,,42,37,14,45,17,,,,,,1,1,,,,0,,,,3,,,,,2,,21,2,29,2.97,3.00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3147,9/18/21,8,1,1,65,,,,,,,,,,1,,,,,,27,,,,,37,,,29,22,1.91,1.91,9/18/21,6,0,1,7,14,,,,,,,,,,,,,,0,,,,7,,,,,,6,1,,,,,68,14,,1.07,,82,15.0,1.07
8086 3147,10/10/15,42,29,3,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/10/15,21,13,1,35,13,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3157,10/10/15,45,37,1,26,26,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/10/15,15,14,7,36,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3215,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3224,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8086 3234,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2761,3/25/16,26,3,1,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/25/16,13,0,1,14,11,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2790,4/14/21,2,9,2,21,,,,3,,14,,,1,,,1,,,,,,1,,,1,,1,27,48,1.77,1.77,4/14/21,1,10,1,12,8,,,,,,,5,,,,,,,,,,,,,,,,,1,,,2,,,28,58,,1.67,,86,97.0,1.67
8095 2809,,0,4,3,8,2,,,,,,,,,,,0,,,,,,,,,1,,5,12,83,5.46,5.42,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2819,,3,1,0,5,0,,,,,,,,,,,0,,,,,,,,,,,5,3,91,3.71,3.71,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2828,7/16/16,38,29,3,55,55,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/16/16,8,2,0,10,6,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2838,7/16/16,23,14,4,22,22,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/16/16,6,2,0,8,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2848,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2857,4/22/16,38,22,18,53,53,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/22/16,7,1,1,9,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2857,,16,18,2,18,18,,,,,,,,,,,0,,,,,,,,,,,,23,49,2.04,2.04,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2867,2/7/18,30,26,14,54,54,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/17/18,13,13,13,39,19,19,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2877,5/11/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/11/13,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2886,,70,33,60,113,113,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2886,,5,12,5,20,1,,,10,,,,,,,,0,,,,,,,,,,,9,24,48,2.79,2.79,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2896,5/17/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,5/17/13,5,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2896,9/28/19,13,51,25,25,3,,,2,,5,,,,,,1,,,,,,,,,,,12,20,18,1.61,1.61,9/28/19,2,5,3,10,2,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,53,27,,1.78,,80,48.0,1.78
8095 2906,8/20/16,55,34,43,30,30,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/20/16,6,0,4,10,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2915,3/6/20,11,19,46,168,,,,64,,23,,,,,,0,,,,1,,,,,76,,4,1,17,2.88,2.88,3/6/20,14,6,18,38,54,,,,,24,,1,,1,,,,,0,,,,3,,,,,,23,,,2,,,29,24,9,2.13,1.78,62,67.0,2.03
8095 2915,6/11/21,10,47,34,136,,,,47,,,,,,,1,2,,1,,7,,,,,76,1,2,6,16,2.38,2.38,6/11/21,9,22,27,58,55,,,,,13,,1,,,,,1,,1,,,,3,,,,,,36,,,1,,,22,12,,1.50,,34,18.0,1.50
8095 2915,,17,18,31,98,1,,,31,,27,,,6,,,6,,,,,,,,,5,3,23,14,13,2.46,2.46,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2915,,23,19,20,57,57,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2925,,29,7,27,68,68,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2925,,4,8,15,23,,,,1,,,,,,,,0,,,,,,,,,,,22,22,38,2.16,2.16,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2935,2/4/16,25,4,9,37,37,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/4/16,16,0,3,19,14,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2944,2/12/16,31,7,9,25,25,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/12/13,6,0,2,8,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2954,7/18/20,6,13,3,31,,,,,,3,,,,,,0,,,,,,,,,23,1,4,41,16,1.88,1.88,7/18/20,1,9,2,12,10,,,,,,,,,,,1,,,1,,,,1,,,,,,8,,,,,,53,26,,2.23,,79,58.0,2.23
8095 2954,12/14/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,12/14/13,11,,,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2964,1/25/19,27,5,11,80,15,,,9,,,,,,,,0,,,,,,,,,40,,16,25,11,1.55,1.55,1/25/19,14,19,8,41,30,3,,,,5,,,,,,,,,0,,,,,,,,,,22,,,,,,45,12,,1.50,,57,18.0,1.50
8095 2964,,,,,,,,,,,MAKE NO NEW ENTRIES THIS LINE,,,,,,0,,,,,,,,,,,,,,,n/a,10/18/13,4,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2973,2/19/20,8,25,18,96,,,,35,,5,,,,,,0,,,,,,,,,56,,,38,23,1.91,1.91,2/19/20,15,12,5,32,31,,,,,14,,2,,,,,,,0,,,,,,,,,,15,,,,,,70,11,,2.27,,81,25.0,2.27
8095 2973,9/20/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/20/13,3,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2983,6/17/16,40,15,25,67,67,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/17/16,14,0,3,17,10,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 2993,6/23/17,26,67,24,62,62,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/23/17,15,30,16,61,29,29,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3002,10/24/15,32,26,15,35,35,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/24/15,50,21,16,87,30,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3012,4/29/16,32,15,15,28,28,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/29/16,10,3,12,25,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3012,11/28/20,10,53,12,70,,,4,4,,4,,,,,7,7,,,,13,,,,,16,,22,17,3,1.67,1.67,11/28/20,19,35,19,73,80,,,3,,,,13,,2,1,,10,,11,,,,13,,,,,,16,,,22,,,17,13,,2.46,,30,32.0,2.46
8095 3021,11/28/20,18,9,12,25,25,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/29/16,16,6,15,37,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3031,8/8/16,32,36,29,33,33,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/8/16,37,23,24,84,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3031,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
8095 3041,8/9/16,32,21,10,17,17,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,8/9/16,60,29,54,143,8,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3041,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
8095 3050,11/14/15,10,11,25,38,38,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/14/15,31,17,21,69,16,16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3060,11/14/15,19,24,33,20,20,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/14/15,20,6,18,44,17,17,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3070,11/2/16,26,19,31,39,39,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/2/16,20,28,29,77,49,49,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3079,11/2/16,18,6,11,18,18,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,11/2/16,16,8,10,34,17,17,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3089,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3099,12/3/16,44,45,63,75,75,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,12/3/16,36,20,40,96,41,41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3108,12/3/16,37,26,34,53,53,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,12/3/16,19,11,21,51,22,22,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3118,3/5/16,20,1,16,16,16,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/5/16,12,2,2,16,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3128,3/5/16,36,2,12,32,32,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/5/16,12,1,5,18,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3215,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3224,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8095 3234,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2809,,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,68,2.85,2.85,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2819,,5,2,0,3,,,,,,,,,,,,0,,,,,,,,,,,3,9,86,2.20,2.20,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2828,7/23/16,37,32,14,14,14,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/23/16,23,8,7,38,2,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2838,7/23/16,72,44,21,5,5,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,7/23/16,24,4,2,30,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2848,4/30/16,57,19,29,26,26,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/30/16,14,3,4,21,4,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2857,4/30/16,47,25,23,16,16,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/30/16,9,3,0,12,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2867,2/7/18,25,30,51,70,70,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/7/18,18,10,16,44,21,21,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2877,6/8/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/8/13,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2886,6/8/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,6/8/13,1,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2886,9/28/19,5,51,14,53,,,,,,,,,,,,1,,,,22,,,,,3,,27,17,17,4.06,4.06,9/28/19,2,2,3,7,3,,,,,1,,,,,,,,,0,,,,,,,,,,,,,2,,,55,40,,2.30,,95,92.0,2.30
8104 2896,2/16/19,12,8,51,45,35,,,3,,,,,,,,0,,,,,,,,,,,7,22,12,2.08,2.08,2/16/19,5,2,23,30,19,,,,,,,,,,,,,,0,,,,,,,,,,,,,19,,,60,5,,1.80,,65,9.0,1.80
8104 2906,3/6/20,8,27,44,125,1,,,31,,13,,,,,,0,,,,,,,,,64,,14,13,21,1.86,1.86,3/6/20,17,6,2,25,46,,,,,16,,3,,,,,,,0,,,,,,,,,,24,,,3,,,33,36,,1.75,,69,63.0,1.75
8104 2906,,8,41,47,110,2,,,22,,1,1,1,1,,7,9,1,,,5,,,,,62,,6,8,22,2.50,2.50,9/4/21,17,27,39,83,92,,,,,22,,5,,,,,7,,7,,,,,,,,,,57,,,1,,,11,21,,2.38,,32,50.0,2.38
8104 2906,,13,11,28,72,,,,10,,32,,,1,,,1,,,,,,,,,1,4,24,30,3,2.00,2.00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2906,,29,21,37,51,51,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,9/22/18,4,11,25,40,25,13,,,,1,,,,5,,,,,0,,,,,,,,,,,,1,5,,,6,53,,2.28,,59,121.0,2.28
8104 2915,3/6/20,17,20,39,122,,,,40,,16,,,,,,0,,,,,,,,,66,,,6,22,2.36,2.36,3/6/20,10,5,19,34,50,,,,,18,,8,,1,,,,,0,,,,,,,,,,23,,,,,,21,30,,1.87,,51,56.0,1.87
8104 2915,4/22/17,34,39,38,59,59,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,4/22/17,14,9,8,31,14,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2935,2/4/16,29,9,22,42,42,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/4/16,37,6,7,50,33,33,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2944,2/12/16,14,2,13,26,26,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,2/12/16,10,0,2,12,3,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2954,1/25/19,44,25,26,88,44,,,30,,,,,,,,0,,,,,,,,,3,1,10,9,14,3.14,3.14,1/25/19,19,7,8,34,26,11,,,,11,,,,,,,,,0,,,,,,,,,,1,,,3,,,35,31,,2.13,,66,66.0,2.13
8104 2954,12/14/13,,,,,,,,,,MAKE NO MORE ENTRIES THIS LINE,,,,,,0,,,,,,,,,,,,,,,n/a,12/14/13,10,,,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2964,10/18/13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/18/13,2,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2983,10/5/13,,,,,,,,,,MAKE NO MORE ENTRIES THIS LINE,,,,,,0,,,,,,,,,,,,,,,n/a,10/5/13,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2983,12/8/18,21,57,27,111,5,,,8,,,,,,,,0,,,,1,,,,,86,,10,,3,1.33,1.33,12/7/18,22,26,33,81,46,29,,,,16,,,,,,,,,0,,,,,,,,,,,,1,,,,20,11,,1.64,,31,18.0,1.64
8104 2993,3/10/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/10/18,13,10,,23,7,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 2993,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/12/16,4,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3002,3/10/18,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,3/10/18,24,10,18,52,16,16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3002,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,1/23/15,4,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3012,10/24/15,41,21,30,56,56,,,,,,,,,,,0,,,,,,,,,,,,,,,n/a,10/24/15,34,26,12,72,34,34,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,n/a
8104 3021,2/27/21,7.0,13.0,12.0,13.66666667,,,,2.666666667,,,,,,,,0,,,,2.666666667,,,,,6,,2.333333333,48.0,9.7,2.62,7.86,2/27/21,2.7,17.7,18.7,39.0,13.0,,,,,3.3,,,,,,,,,0,,,,2.3,,,,,,7.0,,,0.3,,,55.7,14.3,,3.05,,70,131.0,9.14
